아이디,이름,나이(월),품종,성별,색상1,색상2,색상3,크기,털길이,예방접종,구충여부,중성화,지역,건강 상태,사회도,친화도,활동성,상세설명
896bb46bd,화성,0,테리어,수컷,크림색,없음,없음,중형,장모,불확실,불확실,불확실,대구,3,4,4,3,세상에서 가장 야무진 화성이를 소개합니다. 크림색 색상의 테리어이며 주사도 씩씩하게 잘 맞는 천사예요.
125522846,뿌리,2,믹스견,암컷,검정,흰색,없음,중형,중모,미완료,미완료,미완료,부산,5,4,4,5,"차분하고 순한 성격의 뿌리입니다. 검정 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
f0057428e,초롱,36,골든 리트리버,수컷,금색,없음,없음,대형,장모,완료,완료,미완료,경북,4,3,3,4,초롱은(는) 정말 사랑스러운 골든 리트리버 친구예요. 금색 털이 매력 포인트이며 누구와도 잘 지내요.
e21ecf520,씩씩,2,도베르만 핀셔,암컷,검정,갈색,없음,중형,중모,완료,완료,미완료,경기,4,5,3,5,"이 구역의 최고 귀염둥이 씩씩! 검정 털을 가진 도베르만 핀셔 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
689e4e3bf,깜찍,2,믹스견,수컷,갈색,없음,없음,중형,단모,미완료,미완료,미완료,서울,3,5,4,5,"반짝이는 눈망울을 가진 깜찍. 갈색 색상의 믹스견 아이로, 아주 영리하고 배우는 게 빠릅니다."
bda912e4e,치와,1,로트와일러,암컷,검정,갈색,없음,소형,단모,완료,완료,미완료,서울,3,5,3,3,치와은(는) 정말 사랑스러운 로트와일러 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
a710da2ab,람쥐,1,믹스견,수컷,갈색,흰색,없음,중형,장모,미완료,미완료,미완료,부산,4,3,4,4,처음엔 쑥스러워하지만 금방 친해지는 람쥐! 갈색 털의 소중한 믹스견 천사를 만나보세요.
a8b9d57b4,크림,2,믹스견,수컷,검정,갈색,흰색,중형,단모,미완료,완료,미완료,경남,4,3,5,4,활동량이 풍부한 크림이와 함께 산책 어떠신가요? 검정 털을 가진 멋진 믹스견 친구입니다.
c842fa148,보라,4,믹스견,암컷,금색,흰색,없음,소형,단모,완료,완료,불확실,충남,4,4,4,3,"반짝이는 눈망울을 가진 보라. 금색 색상의 믹스견 아이로, 아주 영리하고 배우는 게 빠릅니다."
a5bed2b62,나뭇잎,2,믹스견,암컷,갈색,없음,없음,중형,중모,완료,완료,미완료,경남,3,3,4,3,"차분하고 순한 성격의 나뭇잎입니다. 갈색 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
86f7b4013,펭귄,12,스피츠,암컷,갈색,금색,없음,소형,중모,불확실,불확실,불확실,충남,3,4,5,4,표정은 세상 진지한 펭귄! 갈색 털이 매력적인 스피츠 친구예요. 호기심도 많고 아주 씩씩하답니다.
fc8220250,은하수,4,믹스견,암컷,갈색,없음,없음,중형,단모,미완료,완료,미완료,충북,4,4,5,5,"사람을 정말 좋아하는 은하수이에요. 갈색 코트가 멋진 믹스견으로, 순하고 맑은 눈망울을 가졌어요."
b593502c5,무지개,21,로트와일러,암컷,갈색,크림색,흰색,중형,단모,미완료,미완료,미완료,경기,5,3,5,4,구조 후 잘 적응 중인 무지개! 로트와일러 특유의 영리함과 갈색 털이 돋보입니다. 가족을 기다려요.
86f40e2b4,메론,1,믹스견,수컷,흰색,없음,없음,중형,단모,불확실,불확실,불확실,울산,4,4,4,3,표정은 세상 진지한 메론! 흰색 털이 매력적인 믹스견 친구예요. 호기심도 많고 아주 씩씩하답니다.
924cc5438,단추,36,시츄,수컷,검정,크림색,회색,소형,단모,불확실,불확실,불확실,경기,5,3,3,3,활동량이 풍부한 단추이와 함께 산책 어떠신가요? 검정 털을 가진 멋진 시츄 친구입니다.
8fa2d16db,고래,36,시츄,암컷,금색,회색,흰색,소형,장모,불확실,불확실,불확실,대전,4,3,4,3,통통 튀는 걸음걸이가 매력적인 고래! 멋진 금색 색을 가진 시츄 친구와 평생 가족이 되어주세요.
12d48709c,짜장,3,믹스견,수컷,검정,없음,없음,중형,단모,미완료,완료,미완료,부산,5,3,5,4,"이 구역의 최고 귀염둥이 짜장! 검정 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
e19ee42ce,곰이,1,믹스견,암컷,갈색,흰색,없음,소형,단모,미완료,미완료,불확실,경기,3,5,4,5,곰이은(는) 정말 사랑스러운 믹스견 친구예요. 갈색 털이 매력 포인트이며 누구와도 잘 지내요.
86c412966,파랑,12,믹스견,암컷,갈색,노란색,흰색,중형,중모,완료,완료,완료,부산,3,5,3,4,구조 후 잘 적응 중인 파랑! 믹스견 특유의 영리함과 갈색 털이 돋보입니다. 가족을 기다려요.
a4385e043,깜빡,4,믹스견,수컷,흰색,없음,없음,중형,단모,완료,완료,미완료,전남,3,5,5,5,활동량이 풍부한 깜빡이와 함께 산책 어떠신가요? 흰색 털을 가진 멋진 믹스견 친구입니다.
c90558513,구름이,2,믹스견,암컷,검정,갈색,흰색,중형,중모,미완료,완료,미완료,전북,5,5,3,3,통통 튀는 걸음걸이가 매력적인 구름이! 멋진 검정 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
c05a9c0c8,데이지,24,허스키,암컷,검정,갈색,금색,중형,중모,완료,완료,완료,서울,3,3,5,5,"차분하고 순한 성격의 데이지입니다. 검정 색상의 허스키 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
8e372fc09,예쁜,36,비글,암컷,검정,갈색,흰색,중형,단모,완료,완료,불확실,서울,5,4,5,4,"반짝이는 눈망울을 가진 예쁜. 검정 색상의 비글 아이로, 아주 영리하고 배우는 게 빠릅니다."
dcefbb974,멸치,60,시베리안 허스키,암컷,검정,회색,없음,중형,중모,불확실,불확실,불확실,경남,4,5,3,5,멋진 포스를 풍기는 멸치! 하지만 마음은 따뜻한 시베리안 허스키 아이랍니다. 검정 털이 아주 부드러워요.
51d3a70bf,두유,48,말티즈,암컷,흰색,없음,없음,소형,장모,완료,완료,미완료,경기,3,3,3,4,애교가 철철 넘치는 두유! 흰색 털이 부드러운 말티즈 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
3595648ea,캔디,5,믹스견,수컷,검정,갈색,없음,소형,단모,완료,완료,미완료,경남,5,5,3,3,캔디은(는) 검정 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 믹스견 아이랍니다. 밝은 에너지가 넘쳐요.
1667eb8a4,열이,1,래브라도 리트리버,수컷,검정,흰색,없음,중형,단모,미완료,미완료,미완료,경기,4,5,3,3,처음엔 쑥스러워하지만 금방 친해지는 열이! 검정 털의 소중한 래브라도 리트리버 천사를 만나보세요.
ea1736eec,꽃잎,2,믹스견,암컷,크림색,없음,없음,중형,단모,미완료,미완료,미완료,서울,3,3,5,4,구조 후 잘 적응 중인 꽃잎! 믹스견 특유의 영리함과 크림색 털이 돋보입니다. 가족을 기다려요.
f6ae0d580,나뭇잎,24,푸들,암컷,갈색,없음,없음,소형,단모,완료,완료,완료,서울,3,4,3,4,처음엔 쑥스러워하지만 금방 친해지는 나뭇잎! 갈색 털의 소중한 푸들 천사를 만나보세요.
2b31f1be3,소미,3,믹스견,수컷,금색,크림색,없음,중형,중모,미완료,완료,미완료,대전,3,3,3,5,세상에서 가장 야무진 소미이를 소개합니다. 금색 색상의 믹스견이며 주사도 씩씩하게 잘 맞는 천사예요.
ae0076e01,도도,2,믹스견,수컷,검정,갈색,금색,소형,단모,미완료,미완료,미완료,서울,4,4,5,3,세상에서 가장 야무진 도도이를 소개합니다. 검정 색상의 믹스견이며 주사도 씩씩하게 잘 맞는 천사예요.
e064d3504,복실,15,시츄,암컷,흰색,없음,없음,중형,장모,완료,완료,미완료,대전,4,5,5,5,간식을 기다릴 때 가장 진지한 복실이에요. 흰색 털의 귀여운 시츄으로 호기심이 아주 많답니다.
c68f66799,수박,2,믹스견,수컷,갈색,없음,없음,중형,중모,완료,완료,미완료,경기,5,4,3,5,"반짝이는 눈망울을 가진 수박. 갈색 색상의 믹스견 아이로, 아주 영리하고 배우는 게 빠릅니다."
37ed9080d,명왕성,12,푸들,암컷,검정,없음,없음,소형,중모,불확실,불확실,미완료,인천,5,3,4,5,세상에서 가장 야무진 명왕성이를 소개합니다. 검정 색상의 푸들이며 주사도 씩씩하게 잘 맞는 천사예요.
45c2eb379,둥실,2,믹스견,수컷,검정,갈색,없음,중형,단모,미완료,완료,미완료,대전,5,4,3,3,구조 후 잘 적응 중인 둥실! 믹스견 특유의 영리함과 검정 털이 돋보입니다. 가족을 기다려요.
69e10dd04,피글렛,4,믹스견,암컷,갈색,없음,없음,중형,중모,완료,완료,미완료,경기,5,5,4,3,애교가 철철 넘치는 피글렛! 갈색 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
7c37095b6,별하,2,믹스견,암컷,검정,갈색,흰색,중형,단모,완료,완료,미완료,경기,4,5,4,4,표정은 세상 진지한 별하! 검정 털이 매력적인 믹스견 친구예요. 호기심도 많고 아주 씩씩하답니다.
6627a8ab8,건강,1,믹스견,암컷,흰색,없음,없음,중형,단모,완료,완료,미완료,경남,4,5,4,3,표정은 세상 진지한 건강! 흰색 털이 매력적인 믹스견 친구예요. 호기심도 많고 아주 씩씩하답니다.
e3d10f7cc,지구,65,말티즈,암컷,흰색,없음,없음,소형,중모,완료,완료,불확실,경기,4,3,3,3,세상에서 가장 야무진 지구이를 소개합니다. 흰색 색상의 말티즈이며 주사도 씩씩하게 잘 맞는 천사예요.
5bc5e3faa,몽글,1,시베리안 허스키,수컷,검정,크림색,없음,소형,중모,미완료,미완료,미완료,강원,3,4,4,5,"차분하고 순한 성격의 몽글입니다. 검정 색상의 시베리안 허스키 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
91f5bb21f,참외,2,래브라도 리트리버,수컷,회색,흰색,없음,중형,중모,미완료,미완료,미완료,서울,3,3,5,5,"반짝이는 눈망울을 가진 참외. 회색 색상의 래브라도 리트리버 아이로, 아주 영리하고 배우는 게 빠릅니다."
d2b59ecaa,토리,2,믹스견,암컷,검정,노란색,없음,소형,장모,미완료,미완료,미완료,서울,5,5,4,4,"사람을 정말 좋아하는 토리이에요. 검정 코트가 멋진 믹스견으로, 순하고 맑은 눈망울을 가졌어요."
c8f5f9120,찬스,4,요크셔 테리어,수컷,검정,갈색,금색,소형,장모,완료,완료,미완료,경북,5,3,5,3,처음엔 쑥스러워하지만 금방 친해지는 찬스! 검정 털의 소중한 요크셔 테리어 천사를 만나보세요.
9aa2d99f5,까칠,6,푸들,수컷,검정,없음,없음,중형,단모,불확실,불확실,불확실,울산,5,5,5,3,까칠은(는) 검정 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 푸들 아이랍니다. 밝은 에너지가 넘쳐요.
86bf33207,스벤,60,실키 테리어,암컷,크림색,없음,없음,소형,장모,불확실,불확실,완료,서울,5,3,3,3,"반짝이는 눈망울을 가진 스벤. 크림색 색상의 Silky Terrier 아이로, 아주 영리하고 배우는 게 빠릅니다."
bca8b44ae,푸딩,1,로트와일러,암컷,검정,갈색,없음,중형,단모,완료,완료,미완료,경기,5,5,4,5,활동량이 풍부한 푸딩이와 함께 산책 어떠신가요? 검정 털을 가진 멋진 로트와일러 친구입니다.
c219bf074,예나,24,비글,암컷,검정,금색,흰색,중형,단모,불확실,불확실,불확실,서울,3,5,3,3,"이 구역의 최고 귀염둥이 예나! 검정 털을 가진 비글 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
5dace0494,밤이,2,믹스견,수컷,검정,갈색,없음,중형,단모,미완료,미완료,미완료,충남,5,4,4,4,멋진 포스를 풍기는 밤이! 하지만 마음은 따뜻한 믹스견 아이랍니다. 검정 털이 아주 부드러워요.
919a7dd34,용맹,2,믹스견,암컷,갈색,없음,없음,중형,중모,완료,완료,미완료,충북,5,4,5,5,"이 구역의 최고 귀염둥이 용맹! 갈색 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
69f9ebfbc,윤슬,72,저먼 셰퍼드,수컷,갈색,금색,노란색,중형,장모,완료,완료,완료,제주,4,5,3,4,표정은 세상 진지한 윤슬! 갈색 털이 매력적인 저먼 셰퍼드 친구예요. 호기심도 많고 아주 씩씩하답니다.
cf6995fef,가람,96,믹스견,수컷,검정,없음,없음,중형,단모,완료,완료,완료,부산,3,3,4,4,가람은(는) 검정 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 믹스견 아이랍니다. 밝은 에너지가 넘쳐요.
7e48ad81b,깜빡,12,믹스견,수컷,크림색,없음,없음,중형,중모,불확실,불확실,미완료,경기,4,3,5,4,처음엔 쑥스러워하지만 금방 친해지는 깜빡! 크림색 털의 소중한 믹스견 천사를 만나보세요.
8378c8af1,루나,48,비글,수컷,검정,갈색,없음,소형,중모,완료,완료,불확실,충남,3,5,4,4,세상에서 가장 야무진 루나이를 소개합니다. 검정 색상의 비글이며 주사도 씩씩하게 잘 맞는 천사예요.
5f235ec16,알밤,2,믹스견,수컷,크림색,흰색,없음,중형,단모,미완료,완료,미완료,대구,4,4,5,4,간식을 기다릴 때 가장 진지한 알밤이에요. 크림색 털의 귀여운 믹스견으로 호기심이 아주 많답니다.
cbdeed3f9,벨라,2,믹스견,암컷,검정,갈색,없음,중형,단모,완료,완료,미완료,인천,4,4,4,4,"차분하고 순한 성격의 벨라입니다. 검정 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
dd2452dfa,안개,3,믹스견,암컷,검정,흰색,없음,중형,중모,완료,완료,미완료,경기,3,3,3,3,안개은(는) 정말 사랑스러운 믹스견 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
2ff9e9534,표범,3,믹스견,암컷,검정,갈색,없음,중형,단모,완료,완료,완료,대구,3,3,5,3,처음엔 쑥스러워하지만 금방 친해지는 표범! 검정 털의 소중한 믹스견 천사를 만나보세요.
f1b5c8b92,햇님,2,믹스견,수컷,갈색,없음,없음,중형,단모,완료,미완료,미완료,인천,4,4,3,4,표정은 세상 진지한 햇님! 갈색 털이 매력적인 믹스견 친구예요. 호기심도 많고 아주 씩씩하답니다.
04f7eafde,잭,1,믹스견,암컷,검정,갈색,흰색,중형,단모,미완료,완료,미완료,경기,3,4,5,3,"차분하고 순한 성격의 잭입니다. 검정 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
fe83618e5,두유,48,잭 러셀 테리어,수컷,갈색,흰색,없음,소형,단모,미완료,미완료,미완료,부산,5,5,3,4,"차분하고 순한 성격의 두유입니다. 갈색 색상의 잭 러셀 테리어 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
53ac79c6c,꽁치,1,믹스견,수컷,갈색,흰색,없음,중형,단모,미완료,미완료,미완료,충남,3,3,5,5,애교가 철철 넘치는 꽁치! 갈색 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
e4deffd71,호떡,2,믹스견,암컷,노란색,없음,없음,중형,중모,미완료,완료,미완료,경북,3,3,5,5,애교가 철철 넘치는 호떡! 노란색 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
20ba919c6,햇살,3,테리어,암컷,검정,회색,없음,중형,중모,완료,완료,완료,서울,5,5,3,3,세상에서 가장 야무진 햇살이를 소개합니다. 검정 색상의 테리어이며 주사도 씩씩하게 잘 맞는 천사예요.
b25ad3ff0,소미,3,믹스견,수컷,갈색,흰색,없음,중형,중모,미완료,미완료,미완료,서울,5,4,4,3,통통 튀는 걸음걸이가 매력적인 소미! 멋진 갈색 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
f44a6cdaf,펭귄,2,믹스견,암컷,갈색,흰색,없음,중형,단모,완료,완료,미완료,부산,4,5,5,5,간식을 기다릴 때 가장 진지한 펭귄이에요. 갈색 털의 귀여운 믹스견으로 호기심이 아주 많답니다.
67d853896,앵두,2,믹스견,암컷,검정,갈색,없음,중형,중모,완료,완료,미완료,서울,4,4,5,4,구조 후 잘 적응 중인 앵두! 믹스견 특유의 영리함과 검정 털이 돋보입니다. 가족을 기다려요.
